Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof
60,5.0187296867370605,-6.400605201721191,63.240570068359375,2.9967102112280193,3.563675697019764,-108.85770864891154,-2.64596,-5.2720947,23.528423,15.108604,-19.81485,1.0960078,-19.93338,-12.247121,-2.723997,60.011745,-15.823447,-0.75169444,0.3699268,11.507603,25.360035,-31.82311,48.901917,-3.4290378,-27.890295,42.863857,55.278465
61,5.090687274932861,-6.63074254989624,63.26606369018555,3.017822142971904,3.5939279451903947,-108.67953931238988,-2.2514226,-5.566375,23.343655,14.361119,-19.555326,1.2218881,-20.662954,-11.78525,-2.013099,60.426556,-15.730064,-0.44472808,-0.06888435,11.108774,25.397215,-31.94107,48.700527,-3.2951164,-27.886217,42.887947,55.34729
62,5.1620378494262695,-6.864819526672363,63.29061508178711,2.9987261797004283,3.6227341531088237,-108.48475363103657,-1.8435471,-5.8142695,23.12101,13.605694,-19.301182,1.2979294,-21.342659,-11.175838,-1.241772,60.55375,-15.5254545,-0.10332515,-0.51722467,10.665313,25.4351,-32.009853,48.539276,-3.0965774,-27.876493,42.849697,55.38187
63,5.2215447425842285,-7.095714092254639,63.31651306152344,2.952048238623934,3.654464216372099,-108.2926436137421,-1.4394524,-6.023839,22.894508,12.870185,-19.063442,1.343642,-21.968739,-10.52398,-0.5543634,60.433666,-15.299874,0.27533564,-0.95402765,10.19496,25.474634,-32.053123,48.392002,-2.8367732,-27.862255,42.773647,55.39094
64,5.26815128326416,-7.3196210861206055,63.33445358276367,2.8920183754988624,3.690933294537301,-108.11992839746301,-1.0599909,-6.2032833,22.69742,12.195915,-18.86041,1.3797181,-22.54043,-9.940133,-0.09716231,60.113426,-15.144522,0.6927287,-1.3581058,9.711346,25.517979,-32.111916,48.232536,-2.5359077,-27.845972,42.705296,55.397827
65,5.308870792388916,-7.549930572509766,63.347328186035156,2.8237781842461853,3.7297113656557377,-107.97404455339577,-0.7091594,-6.353504,22.534002,11.601641,-18.69992,1.4287426,-23.053312,-9.451868,0.078817986,59.586662,-15.091056,1.1994925,-1.7330108,9.214424,25.568256,-32.231213,48.06181,-2.2108254,-27.829483,42.688236,55.42439
66,5.355428218841553,-7.780582427978516,63.35666275024414,2.742068056822185,3.7657621332397766,-107.84128957534287,-0.37577444,-6.475948,22.384995,11.0711975,-18.575104,1.4750025,-23.510155,-9.011703,0.05250614,58.840397,-15.088729,1.7731458,-2.0875006,8.680471,25.626907,-32.42122,47.901035,-1.8764333,-27.812893,42.731503,55.479416
67,5.404812335968018,-8.014632225036621,63.36193084716797,2.6482267166707567,3.799471154130316,-107.70762949959055,-0.055486947,-6.570205,22.248985,10.58327,-18.479422,1.4818137,-23.922249,-8.603082,-0.12810196,57.91158,-15.10272,2.3093112,-2.409915,8.089042,25.692528,-32.657906,47.754333,-1.5457177,-27.795677,42.819874,55.55525
68,5.446480751037598,-8.247576713562012,63.35719680786133,2.548250146588771,3.834016826371443,-107.55834357338276,0.24857526,-6.642234,22.126015,10.126383,-18.406775,1.4100978,-24.301851,-8.215426,-0.41467032,56.835533,-15.099681,2.7031782,-2.690527,7.437165,25.761366,-32.8953,47.61041,-1.225703,-27.777206,42.924213,55.639256
69,5.4917988777160645,-8.478437423706055,63.352195739746094,2.442893582742758,3.8732276541588413,-107.39080839237211,0.541872,-6.6978726,22.045626,9.65577,-18.337923,1.211634,-24.656443,-7.853175,-0.8217481,55.609524,-15.082529,2.9083824,-2.9238117,6.7392316,25.829742,-33.092903,47.44505,-0.91572,-27.757414,43.02301,55.729053
